FilePath,Tag,Text
./data/temp/PVPL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/ADAL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/Serotonin_Glutamate_GJ.xml,{http://morphml.org/metadata/schema}notes,ChannelML file describing a single synaptic mechanism
./data/temp/Serotonin_Glutamate_GJ.xml,{http://morphml.org/metadata/schema}contributor,
./data/temp/Serotonin_Glutamate_GJ.xml,{http://morphml.org/metadata/schema}name,Padraig Gleeson
./data/temp/Serotonin_Glutamate_GJ.xml,{http://morphml.org/metadata/schema}comment,Note: This is not (yet) based on experimental data from C. elegans
./data/temp/Serotonin_Glutamate_GJ.xml,{http://morphml.org/metadata/schema}notes,Description of an electrical synapse at a gap junction
./data/temp/PVCL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/M2L.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PVNR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/RIVR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/URBL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/IL2L.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
