Neuron,Cluster,TSNE_1,TSNE_2
Neuron_690,6,-27.465117,9.54534
Neuron_691,0,1.5767119,-23.30855
Neuron_692,6,-15.970267,-5.0798225
Neuron_693,6,-16.921993,-4.415266
Neuron_694,6,-13.364437,-17.003887
Neuron_695,6,-20.831713,-10.836271
Neuron_696,0,19.857407,-8.130657
Neuron_697,6,-6.3145165,3.7655237
Neuron_698,6,-26.1961,6.6455984
Neuron_699,0,4.879653,-13.967086
Neuron_700,0,7.1751523,-19.353544
Neuron_701,6,-17.349506,0.8838234
Neuron_702,0,3.128151,8.756431
Neuron_703,6,-15.418076,7.587576
Neuron_704,0,5.37297,-14.536934
Neuron_705,6,-18.168753,1.5039109
Neuron_706,6,-8.912467,1.0928253
Neuron_707,6,-5.554641,4.4882855
Neuron_708,6,-22.748716,4.368637
Neuron_709,6,-26.096525,3.6246948
Neuron_710,6,-23.153177,-10.764426
Neuron_711,6,-23.108234,-2.8436854
Neuron_712,6,-24.883638,2.9685564
Neuron_713,6,-18.33916,-4.0090146
Neuron_714,6,-15.460995,-11.28114
Neuron_715,6,-45.66499,20.645819
Neuron_716,6,-30.483994,3.831421
Neuron_717,3,-45.870544,20.588642
Neuron_718,6,-17.909945,-1.2961017
Neuron_719,0,5.7912173,-10.952797
Neuron_720,0,5.2028985,-11.16107
Neuron_721,0,5.202902,-11.16056
Neuron_722,0,35.682434,-1.4121016
Neuron_723,0,5.2028656,-11.161145
Neuron_724,0,5.202865,-11.161146
Neuron_725,0,35.682514,-1.4120907
Neuron_726,6,-20.304281,2.0109618
Neuron_727,0,30.107414,-9.931492
Neuron_728,0,36.038616,8.353983
Neuron_729,0,26.954964,-2.866007
Neuron_730,0,36.53686,8.022499
Neuron_731,0,28.300608,-7.925017
Neuron_732,0,15.648328,8.638683
Neuron_733,0,35.261612,13.21458
Neuron_734,0,43.43033,17.369902
Neuron_735,0,43.49316,17.39743
Neuron_736,0,34.994217,14.110899
Neuron_737,0,42.866947,17.48108
Neuron_738,0,43.430565,17.369947
Neuron_739,6,-26.93512,6.22216
Neuron_740,6,-6.350262,5.2308726
Neuron_741,6,-22.850037,-2.4361167
Neuron_742,6,-23.571085,1.7536148
Neuron_743,6,-22.63744,1.6905437
Neuron_744,6,-30.45789,3.43557
Neuron_745,6,-22.567087,-1.4296049
Neuron_746,6,-26.877659,6.5514927
Neuron_747,6,-16.138224,6.7394204
Neuron_748,6,-6.1066847,6.219057
Neuron_749,6,-14.351494,-12.351805
Neuron_750,6,-23.34999,-10.8294325
Neuron_751,6,-14.612459,-12.178699
Neuron_752,6,-24.833815,3.1539156
Neuron_753,6,-19.87944,-8.604905
Neuron_754,3,-59.94966,17.057365
Neuron_755,7,-70.52302,8.681681
Neuron_756,6,-14.533265,7.875481
Neuron_757,0,-4.1570272,11.301832
Neuron_758,0,17.675602,10.3054085
Neuron_759,0,6.9411626,-19.508896
Neuron_760,0,-3.3524783,-24.788937
Neuron_761,6,-15.088259,-11.652037
Neuron_762,6,-24.247208,-4.3424773
Neuron_763,6,-31.148674,9.113591
Neuron_764,0,16.166533,9.462025
Neuron_765,6,-39.272686,16.380077
Neuron_766,6,-34.454876,14.170629
Neuron_767,3,-48.07908,17.928354
Neuron_768,6,-38.84562,15.152885
Neuron_769,6,-32.90498,15.39391
Neuron_770,6,-44.844254,17.26053
Neuron_771,6,-36.58708,14.584492
Neuron_772,6,-38.564857,17.022995
Neuron_773,6,-26.142303,13.554087
Neuron_774,6,-12.594447,-3.0356982
Neuron_775,6,-27.855673,12.989329
Neuron_776,6,-12.921996,-2.908112
Neuron_777,6,-32.656082,16.0522
Neuron_778,0,-3.202752,-15.888406
Neuron_779,6,-14.100575,-2.3901954
Neuron_780,6,-12.588949,-3.126751
Neuron_781,6,-11.470937,-3.4699628
Neuron_782,6,-30.55365,14.321986
Neuron_783,6,-12.838706,-3.9338725
Neuron_784,0,2.5713446,-12.147457
Neuron_785,0,2.102179,-13.565666
Neuron_786,6,-32.47751,14.173183
Neuron_787,6,-43.54928,14.424187
Neuron_788,0,17.187489,-16.984459
Neuron_789,0,21.385683,-15.840295
Neuron_790,0,21.189516,-16.99393
Neuron_791,0,0.1207627,11.473983
Neuron_792,0,27.981014,-5.1756587
Neuron_793,0,14.410972,-21.291397
Neuron_794,0,21.937687,-16.761183
Neuron_795,0,-4.6933274,2.6393597
Neuron_796,6,-31.599432,13.697508
Neuron_797,6,-33.178764,14.022417
Neuron_798,6,-33.253754,14.887161
Neuron_799,6,-27.800776,12.284434
Neuron_800,6,-31.139433,9.609581
Neuron_801,6,-32.23777,14.924854
Neuron_802,6,-27.287514,13.513676
Neuron_803,6,-27.522026,13.018514
Neuron_804,0,-4.2839274,9.771055
Neuron_805,6,-35.403263,14.270494
Neuron_806,6,-42.07623,16.30752
Neuron_807,6,-26.700993,11.724689
Neuron_808,6,-39.0751,15.1008215
Neuron_809,6,-27.855429,14.04545
Neuron_810,6,-10.327379,9.502638
Neuron_811,6,-40.28744,16.147928
Neuron_812,0,11.1550045,-10.163677
Neuron_813,6,-40.59471,18.217196
Neuron_814,6,-31.588806,16.735647
Neuron_815,6,-32.465286,17.036867
Neuron_816,6,-34.62031,16.203476
Neuron_817,6,-8.586674,8.342042
Neuron_818,6,-35.35075,15.289369
Neuron_819,0,16.665323,8.300999
Neuron_820,0,20.481592,-16.1366
Neuron_821,0,20.795073,-15.895641
Neuron_822,0,20.713951,-15.972263
Neuron_823,0,20.714138,-15.971962
Neuron_824,0,20.80873,-15.879219
Neuron_825,0,-3.5634775,9.67266
Neuron_826,0,28.540768,-5.0710583
Neuron_827,6,-18.660166,2.7609217
Neuron_828,6,-40.583096,16.53798
Neuron_829,6,-9.893576,9.256073
Neuron_830,6,-27.70062,10.806036
Neuron_831,0,13.268984,-9.332162
Neuron_832,6,-34.033745,15.876633
Neuron_833,3,-54.916836,18.175707
Neuron_834,0,1.7416236,-9.299892
Neuron_835,3,-56.136196,20.255363
Neuron_836,6,-47.751003,20.534689
Neuron_837,0,2.4824142,-9.52592
Neuron_838,0,20.589174,-5.399147
Neuron_839,3,-51.718742,19.328905
Neuron_840,0,47.78503,-9.513642
Neuron_841,3,-56.367218,20.806852
Neuron_842,3,-56.49178,19.36899
Neuron_843,6,-14.548133,-1.0293612
Neuron_844,3,-61.28659,18.808826
Neuron_845,3,-63.506596,15.387287
Neuron_846,6,-16.661922,-3.3937037
Neuron_847,6,-9.295604,5.1915135
Neuron_848,3,-50.22099,19.402636
Neuron_849,3,-59.336475,21.368912
Neuron_850,3,-56.39126,21.019098
Neuron_851,0,51.73672,-3.9098854
Neuron_852,0,45.611595,-11.604038
Neuron_853,0,0.20466405,-9.624931
Neuron_854,6,-14.888008,-0.60801685
Neuron_855,6,-20.585403,-4.5028734
Neuron_856,6,-16.449594,-3.5208647
Neuron_857,3,-60.597347,19.638199
Neuron_858,3,-62.62736,16.727661
Neuron_859,6,-37.86345,17.294073
Neuron_860,6,-22.917734,1.4222174
Neuron_861,0,43.960804,-7.309572
Neuron_862,6,-31.911676,16.477345
Neuron_863,7,-70.023895,9.342291
Neuron_864,7,-70.130295,9.165514
Neuron_865,7,-69.42565,9.325225
Neuron_866,7,-69.56911,9.300042
Neuron_867,3,-52.59529,20.12141
Neuron_868,3,-53.644722,19.236273
Neuron_869,0,52.239227,-3.4595017
Neuron_870,7,-70.88877,6.4790297
Neuron_871,0,50.917187,-4.554276
Neuron_872,0,50.29355,-7.3208237
Neuron_873,7,-68.92273,7.9656334
Neuron_874,0,49.38273,-7.630888
Neuron_875,7,-67.7812,12.171303
Neuron_876,7,-68.45728,11.356605
Neuron_877,0,51.184532,-5.22346
Neuron_878,0,49.181316,-6.5453033
Neuron_879,0,47.903683,-8.930633
Neuron_880,0,47.57918,-8.965372
Neuron_881,3,-54.49103,19.637901
Neuron_882,6,-27.01416,12.545835
Neuron_883,0,51.43012,-4.5050845
Neuron_884,0,0.8945086,-8.756617
Neuron_885,6,-11.435182,-3.3617291
Neuron_886,0,-0.45277154,-8.071673
Neuron_887,3,-58.3291,20.823313
Neuron_888,0,0.7606218,-9.053296
Neuron_889,6,-14.100939,-1.1570462
Neuron_890,6,-12.169974,-2.940971
Neuron_891,3,-60.808655,19.595882
Neuron_892,6,-32.74092,17.868414
Neuron_893,6,-14.59117,-0.10544658
Neuron_894,6,-14.124856,-0.85642475
Neuron_895,6,-29.143377,14.565703
Neuron_896,6,-27.080664,12.961756
Neuron_897,3,-54.56194,20.406126
Neuron_898,6,-26.829351,12.314825
Neuron_899,6,-37.45995,16.967182
Neuron_900,6,-32.974876,16.65976
Neuron_901,6,-33.116455,15.542864
Neuron_902,3,-58.77271,19.743084
Neuron_903,6,-29.739874,14.668842
Neuron_904,6,-39.527496,17.982735
Neuron_905,6,-41.10921,18.511816
Neuron_906,6,-41.255306,18.503733
Neuron_907,6,-41.01459,18.559217
Neuron_908,0,48.74785,-6.948055
Neuron_909,0,45.545464,-12.035056
Neuron_910,0,2.683934,-8.834929
Neuron_911,0,0.21885765,-8.794484
Neuron_912,0,0.122966066,-8.598756
Neuron_913,3,-47.651802,16.246145
Neuron_914,6,-26.609655,13.214769
Neuron_915,6,-31.663479,15.827156
Neuron_916,6,-41.68634,18.081907
Neuron_917,0,21.465446,-8.530108
Neuron_918,0,29.633986,4.1433415
Neuron_919,0,37.420803,11.396572
Neuron_920,0,-3.98745,-23.712328
Neuron_921,0,26.831938,-5.8115025
Neuron_922,0,20.426434,-14.692938
Neuron_923,0,44.09175,18.675423
Neuron_924,0,36.555767,19.036137
Neuron_925,0,20.412733,-11.518579
Neuron_926,0,22.19779,-7.9586887
Neuron_927,0,30.513609,12.672976
Neuron_928,0,41.368393,19.951443
Neuron_929,0,27.464912,-9.337696
Neuron_930,0,2.618369,-22.222218
Neuron_931,0,26.819437,-4.7862425
Neuron_932,0,16.193396,-19.727274
Neuron_933,0,11.023098,-21.064075
Neuron_934,0,20.934671,-3.8397315
Neuron_935,0,-4.717279,-23.3882
Neuron_936,0,-8.856185,-20.483103
Neuron_937,0,15.207889,-22.982279
Neuron_938,0,4.351863,-13.648066
Neuron_939,0,24.14894,4.5375643
Neuron_940,0,44.638325,15.958889
Neuron_941,0,36.218594,10.31203
Neuron_942,0,37.169037,11.95756
Neuron_943,0,32.08449,-9.046672
Neuron_944,0,29.611609,-10.618685
Neuron_945,6,-27.670893,15.057591
Neuron_946,0,32.004734,12.030064
Neuron_947,0,13.595401,-7.75004
Neuron_948,0,13.368206,-10.367926
Neuron_949,0,27.778105,-10.175274
Neuron_950,0,34.53595,8.498719
Neuron_951,0,26.028896,1.8552674
Neuron_952,0,30.80383,3.8049488
Neuron_953,0,11.753063,-16.80564
Neuron_954,0,19.530888,-8.636763
Neuron_955,0,37.894463,11.096183
Neuron_956,0,13.890368,-21.276505
Neuron_957,0,-6.629558,-23.76199
Neuron_958,0,19.15711,-10.679945
Neuron_959,0,17.438272,-14.018998
Neuron_960,0,15.127082,-23.09918
Neuron_961,6,-41.196445,10.355456
Neuron_962,0,40.728104,21.869572
Neuron_963,0,15.3504505,-5.5543733
Neuron_964,0,45.863853,19.369146
Neuron_965,0,14.158238,-7.0885324
Neuron_966,0,48.109856,19.384514
Neuron_967,0,30.909817,14.297455
Neuron_968,0,44.688007,15.799998
Neuron_969,0,15.399148,-6.2111077
Neuron_970,0,14.169947,-15.090935
Neuron_971,0,25.548664,-7.7837095
Neuron_972,0,22.521236,-10.144089
Neuron_973,0,33.57677,4.291039
Neuron_974,0,22.49703,-8.713682
Neuron_975,0,5.458493,-16.266264
Neuron_976,0,35.61761,9.972582
Neuron_977,0,24.217976,-13.033256
Neuron_978,0,9.667462,-15.90771
Neuron_979,6,-35.174854,4.4195533
Neuron_980,6,-19.284342,-8.336513
Neuron_981,6,-44.991306,13.781621
Neuron_982,6,-33.50304,3.6134531
Neuron_983,0,2.7945368,-20.13217
Neuron_984,0,18.059904,-5.9490547
Neuron_985,6,-36.482895,4.855161
Neuron_986,0,6.786421,-24.90921
Neuron_987,0,40.64583,13.991375
Neuron_988,6,-43.792103,12.656942
Neuron_989,6,-14.88329,-15.466284
Neuron_990,0,20.281595,-18.580793
Neuron_991,0,16.739166,-5.344377
Neuron_992,6,-35.407436,11.068726
Neuron_993,3,-46.476883,21.183964
Neuron_994,6,-45.267223,13.386708
Neuron_995,0,21.268412,-17.271431
Neuron_996,0,36.1466,2.3595705
Neuron_997,6,-22.810745,-8.056371
Neuron_998,0,38.711056,9.057788
Neuron_999,6,-26.101383,-6.429257
Neuron_1000,0,3.2767081,-22.749552
Neuron_1001,0,42.821804,5.224059
Neuron_1002,0,5.8917613,-22.601933
Neuron_1003,0,10.567036,-19.083515
Neuron_1004,0,12.678851,-19.540113
Neuron_1005,7,-69.42763,12.825842
Neuron_1006,6,-12.982585,-19.74389
Neuron_1007,0,21.72372,-4.971483
Neuron_1008,6,-44.663418,14.000575
Neuron_1009,0,-2.8973606,-17.744635
Neuron_1010,6,-40.929256,8.957411
Neuron_1011,0,7.905348,-23.518032
Neuron_1012,6,-40.01215,8.39769
Neuron_1013,0,20.75742,-3.256654
Neuron_1014,0,0.50622594,-21.877066
Neuron_1015,6,-42.846848,10.817713
Neuron_1016,0,27.135593,-0.23171213
Neuron_1017,6,-23.165289,1.7206253
Neuron_1018,0,-10.886589,-22.894379
Neuron_1019,0,29.85192,4.181857
Neuron_1020,0,28.701336,2.247086
Neuron_1021,0,2.7616675,-18.025265
Neuron_1022,6,-13.202685,-18.06383
Neuron_1023,0,-5.1008,-17.700245
Neuron_1024,0,42.43252,18.142849
Neuron_1025,0,27.543001,-0.7589696
Neuron_1026,0,37.205296,-4.5616717
Neuron_1027,0,34.756138,10.712117
Neuron_1028,0,31.384697,3.0879865
Neuron_1029,0,14.8178005,-12.580547
Neuron_1030,0,36.050144,-4.5811768
Neuron_1031,6,-36.581757,16.727028
Neuron_1032,0,35.616673,5.279941
Neuron_1033,0,35.676266,6.294899
Neuron_1034,0,16.778898,-17.242096
Neuron_1035,0,24.146074,-12.501638
Neuron_1036,3,-47.068935,17.304808
Neuron_1037,0,-1.6024997,-14.419254
Neuron_1038,0,30.872244,1.9832788
Neuron_1039,0,30.357126,1.0503262
Neuron_1040,0,18.289902,-11.025961
Neuron_1041,0,16.647598,-16.834589
Neuron_1042,0,4.191366,-17.587776
Neuron_1043,6,-29.819399,-2.5295477
Neuron_1044,0,34.342945,12.153534
Neuron_1045,0,28.431707,-9.15774
Neuron_1046,0,12.9558525,-16.817877
Neuron_1047,0,28.369831,-8.872117
Neuron_1048,0,-5.266465,-18.063974
Neuron_1049,0,35.111378,12.172022
Neuron_1050,0,29.663498,1.5789136
Neuron_1051,0,33.969067,4.786365
Neuron_1052,6,-26.38146,-6.371011
Neuron_1053,6,-30.171173,1.1712497
Neuron_1054,0,7.9011035,-23.170822
Neuron_1055,0,-6.973613,-21.965204
Neuron_1056,6,-16.232664,-14.883579
Neuron_1057,0,-6.3110504,-20.46595
Neuron_1058,6,-31.900883,1.528716
Neuron_1059,6,-33.22159,3.078967
Neuron_1060,0,-1.6022419,-20.445559
Neuron_1061,0,26.349285,-3.5905292
Neuron_1062,0,-8.198256,-17.482512
Neuron_1063,0,34.65728,3.389635
Neuron_1064,6,-45.327415,15.501122
Neuron_1065,0,-11.664889,-23.468887
Neuron_1066,6,-26.719934,-0.98583615
Neuron_1067,0,35.2535,9.033791
Neuron_1068,0,38.22363,10.917969
Neuron_1069,0,34.305363,5.462494
Neuron_1070,0,-5.056816,-17.588861
Neuron_1071,0,34.37778,6.1301303
Neuron_1072,6,-27.38478,-8.351854
Neuron_1073,0,40.53263,13.511422
Neuron_1074,0,40.589478,13.397282
Neuron_1075,0,26.375536,-7.951532
Neuron_1076,0,29.461931,-3.2320826
Neuron_1077,0,37.05108,10.042419
Neuron_1078,0,27.512407,-7.1088595
Neuron_1079,0,31.482885,3.1171124
Neuron_1080,0,20.643986,-11.100171
Neuron_1081,0,19.289778,-15.177241
Neuron_1082,0,18.061352,-16.197538
Neuron_1083,0,29.717604,4.6445227
Neuron_1084,0,28.09188,-0.40413433
Neuron_1085,0,41.972122,18.487165
Neuron_1086,0,35.559933,15.318051
Neuron_1087,0,31.316387,-6.259277
Neuron_1088,0,15.585881,-17.24983
Neuron_1089,0,11.414064,-18.048162
Neuron_1090,0,22.952835,-13.796233
Neuron_1091,0,29.51086,-7.948915
Neuron_1092,0,34.79977,11.210925
Neuron_1093,0,33.525986,6.044382
Neuron_1094,0,28.846582,-9.338055
Neuron_1095,0,37.2089,5.709751
Neuron_1096,6,-25.216616,-4.4768033
Neuron_1097,0,25.042347,-8.18768
Neuron_1098,6,-22.40945,-6.7156463
Neuron_1099,6,-22.60139,-10.477305
Neuron_1100,6,-11.222598,-16.827543
Neuron_1101,0,34.50102,14.0767565
Neuron_1102,0,36.72224,5.3597555
Neuron_1103,0,20.682486,-5.655603
Neuron_1104,6,-23.887993,-6.0637517
Neuron_1105,0,-4.592399,-19.36457
Neuron_1106,6,-33.419624,12.933321
Neuron_1107,6,-12.781996,-22.444803
Neuron_1108,0,11.264959,-22.339668
Neuron_1109,0,-7.6571465,-19.017883
Neuron_1110,6,-33.916477,10.292117
Neuron_1111,6,-18.699697,-10.186238
Neuron_1112,6,-42.365364,9.109849
Neuron_1113,0,15.879227,-17.991264
Neuron_1114,6,-17.977713,-11.862301
Neuron_1115,0,23.92121,-13.340593
Neuron_1116,6,-14.827022,-15.555417
Neuron_1117,0,47.0416,15.781428
Neuron_1118,0,34.875034,-1.5030298
Neuron_1119,0,4.3818583,-13.158881
Neuron_1120,0,-7.61634,-23.532553
Neuron_1121,0,28.605972,-8.480321
Neuron_1122,0,27.485222,0.015910508
Neuron_1123,0,34.673702,6.778809
Neuron_1124,6,-44.981247,15.8407955
Neuron_1125,0,28.016918,0.96173877
Neuron_1126,6,-19.724663,-11.370597
Neuron_1127,0,34.944366,9.775412
Neuron_1128,0,30.261608,1.9105064
Neuron_1129,0,36.990707,8.8977995
Neuron_1130,0,28.986189,-0.49254757
Neuron_1131,0,26.938093,-2.393234
Neuron_1132,0,15.8791685,-16.129572
Neuron_1133,6,-17.83886,-7.7821083
Neuron_1134,0,-3.5132957,-18.318632
Neuron_1135,0,55.257496,13.674561
Neuron_1136,0,39.29143,11.078217
Neuron_1137,0,51.70271,17.283377
Neuron_1138,0,38.713352,10.867265
Neuron_1139,0,19.835173,-12.085594
Neuron_1140,6,-12.16595,-18.437014
Neuron_1141,0,42.486164,16.043503
Neuron_1142,0,26.71043,-7.468019
Neuron_1143,0,34.62427,5.1429877
Neuron_1144,0,27.10122,1.696688
Neuron_1145,0,-7.3270884,-21.202133
Neuron_1146,0,-1.7221736,-18.642372
Neuron_1147,6,-18.907742,-12.736534
Neuron_1148,6,-18.647564,-13.079564
Neuron_1149,6,-28.880894,-2.0691645
Neuron_1150,6,-18.33758,-13.950971
Neuron_1151,6,-26.257938,-7.365519
Neuron_1152,6,-29.779976,-1.645631
Neuron_1153,6,-27.584642,-3.4336915
Neuron_1154,6,-18.329666,-13.927976
Neuron_1155,6,-28.956955,-2.8882072
Neuron_1156,6,-25.174873,-7.3931994
Neuron_1157,6,-18.082558,-14.285654
Neuron_1158,6,-18.081667,-14.287903
Neuron_1159,6,-43.959244,19.229525
Neuron_1160,6,-43.94819,19.220312
Neuron_1161,6,-28.080593,-2.6316845
Neuron_1162,6,-26.131266,-5.231157
Neuron_1163,6,-18.228397,-7.094722
Neuron_1164,6,-28.061363,-2.3443103
Neuron_1165,0,-9.364321,-15.996254
Neuron_1166,6,-17.775545,-6.088078
Neuron_1167,6,-17.679688,-5.3909802
Neuron_1168,6,-18.478176,-6.6708126
Neuron_1169,6,-17.818687,-6.697511
Neuron_1170,6,-9.61523,-14.971849
Neuron_1171,0,-3.2144473,-15.381205
Neuron_1172,6,-19.666035,-2.9434025
Neuron_1173,0,15.347587,-20.67796
Neuron_1174,6,-33.053093,13.587537
Neuron_1175,6,-34.487312,3.874699
Neuron_1176,3,-49.5586,16.163641
Neuron_1177,7,-71.30352,6.755084
Neuron_1178,6,-36.10847,11.466224
Neuron_1179,0,-3.5106142,-15.621022
Neuron_1180,6,-36.158012,6.6105847
Neuron_1181,6,-41.695824,8.131873
Neuron_1182,6,-41.453255,15.241604
Neuron_1183,6,-35.458305,3.0969987
Neuron_1184,6,-16.969522,-5.338529
Neuron_1185,6,-13.788609,-0.9507242
Neuron_1186,3,-63.724537,16.762846
Neuron_1187,6,-19.434563,-6.5701394
Neuron_1188,6,-13.3852625,-1.8504599
Neuron_1189,6,-41.75203,9.341001
Neuron_1190,0,15.592405,-20.021719
Neuron_1191,3,-63.7781,16.590395
Neuron_1192,3,-58.111492,17.92557
Neuron_1193,6,-14.868994,-5.7242117
Neuron_1194,6,-27.424948,14.274455
Neuron_1195,1,-47.85813,-27.964334
Neuron_1196,1,-47.85813,-27.964334
Neuron_1197,1,-41.725384,-26.846573
Neuron_1198,1,-48.14047,-29.188898
Neuron_1199,1,-47.85813,-27.964334
Neuron_1200,1,-41.724964,-26.8453
Neuron_1201,1,-47.558666,-28.94397
Neuron_1202,1,-48.1765,-28.779686
Neuron_1203,1,-46.064934,-29.557785
Neuron_1204,1,-44.704475,-32.02715
Neuron_1205,1,-43.636948,-33.170444
Neuron_1206,1,-44.944206,-28.434292
Neuron_1207,1,-50.125965,-32.07559
Neuron_1208,1,-42.501713,-33.139843
Neuron_1209,1,-51.186604,-32.655376
Neuron_1210,1,-44.478497,-24.733965
Neuron_1211,7,-71.16969,8.073235
Neuron_1212,1,-51.094196,-32.631573
Neuron_1213,1,-44.4785,-24.733963
Neuron_1214,1,-50.125965,-32.07559
Neuron_1215,1,-44.28033,-29.262384
Neuron_1216,1,-46.73434,-28.543201
Neuron_1217,1,-44.99506,-28.962975
Neuron_1218,1,-46.159843,-27.682123
Neuron_1219,1,-46.06916,-28.779398
Neuron_1220,1,-46.089947,-28.512312
Neuron_1221,1,-46.79883,-29.99326
Neuron_1222,1,-46.359833,-30.083761
Neuron_1223,1,-46.422195,-29.26703
Neuron_1224,1,-47.049812,-29.783941
Neuron_1225,1,-46.621956,-27.924881
Neuron_1226,1,-45.279972,-29.63507
Neuron_1227,1,-46.621956,-27.924881
Neuron_1228,1,-45.279972,-29.63507
Neuron_1229,1,-44.712547,-32.030678
Neuron_1230,1,-43.354073,-32.77899
Neuron_1231,1,-44.712547,-32.030678
Neuron_1232,1,-43.354073,-32.77899
Neuron_1233,1,-42.833996,-33.56081
Neuron_1234,1,-43.221516,-32.669617
Neuron_1235,1,-42.790146,-33.52056
Neuron_1236,1,-43.643948,-33.17258
Neuron_1237,1,-44.74158,-32.043015
Neuron_1238,1,-42.23122,-29.669401
Neuron_1239,1,-42.30702,-30.550055
Neuron_1240,1,-53.77405,-34.336853
Neuron_1241,1,-53.773994,-34.362762
Neuron_1242,3,-67.26329,14.335048
Neuron_1243,3,-67.14853,14.058555
Neuron_1244,3,-65.82076,14.436181
Neuron_1245,3,-66.12058,14.061792
Neuron_1246,3,-66.08075,13.754062
Neuron_1247,3,-61.945053,19.634048
Neuron_1248,3,-60.157543,20.860472
Neuron_1249,3,-66.57141,14.044297
Neuron_1250,3,-66.31833,13.606899
Neuron_1251,3,-59.04585,21.070002
Neuron_1252,3,-58.854717,20.300974
Neuron_1253,3,-66.88926,13.555694
Neuron_1254,7,-67.00362,13.097663
Neuron_1255,3,-58.722897,18.585125
Neuron_1256,3,-59.918377,17.045906
Neuron_1257,7,-67.44793,10.588685
Neuron_1258,6,-35.265625,1.9908819
Neuron_1259,3,-60.801357,16.803009
Neuron_1260,6,-36.616356,3.7537243
Neuron_1261,6,-36.62783,2.3118165
Neuron_1262,6,-36.66808,2.1156957
Neuron_1263,6,-37.063797,3.0364816
Neuron_1264,6,-36.902245,2.6675625
Neuron_1265,6,-36.975235,1.8742446
Neuron_1266,6,-8.415883,11.524263
Neuron_1267,6,-36.822834,2.2364345
Neuron_1268,6,-35.216312,1.4608082
Neuron_1269,1,-51.285397,-37.4374
Neuron_1270,1,-51.66792,-36.829132
Neuron_1271,3,-55.96184,22.310951
Neuron_1272,3,-54.84801,22.253878
Neuron_1273,1,-51.7039,-36.68415
Neuron_1274,1,-51.73425,-36.606865
Neuron_1275,3,-54.80297,22.303295
Neuron_1276,3,-55.13166,22.175732
Neuron_1277,1,-51.651417,-36.054504
Neuron_1278,1,-51.488792,-35.756897
Neuron_1279,3,-56.20397,22.120424
Neuron_1280,7,-69.91267,11.6950865
Neuron_1281,3,-66.0581,14.893246
Neuron_1282,0,33.758446,-4.6916695
Neuron_1283,0,34.292774,17.44537
Neuron_1284,0,10.722261,-5.6915197
Neuron_1285,0,10.068966,-6.173079
Neuron_1286,0,10.06545,-6.175886
Neuron_1287,0,10.32632,-5.967167
Neuron_1288,0,42.19603,-14.783472
Neuron_1289,0,42.196136,-14.775352
Neuron_1290,3,-49.277187,16.875261
Neuron_1291,3,-48.57436,16.66791
Neuron_1292,3,-48.827515,17.239899
Neuron_1293,7,-67.76954,11.642148
Neuron_1294,3,-47.23986,16.630898
Neuron_1295,3,-48.305786,16.67496
Neuron_1296,6,-40.100224,15.024597
Neuron_1297,7,-67.41318,11.89503
Neuron_1298,7,-71.09414,11.287222
Neuron_1299,1,-53.19209,-34.966583
Neuron_1300,1,-49.53073,-30.805292
Neuron_1301,7,-71.42689,12.245775
Neuron_1302,7,-70.74175,11.322249
Neuron_1303,1,-48.48657,-32.931602
Neuron_1304,3,-63.7898,16.452913
Neuron_1305,7,-71.37779,12.609339
Neuron_1306,1,-42.626354,-26.34027
Neuron_1307,1,-49.517693,-30.78029
Neuron_1308,1,-41.735214,-26.842436
Neuron_1309,1,-49.765957,-33.006035
Neuron_1310,1,-43.61138,-29.064592
Neuron_1311,1,-45.434696,-28.83483
Neuron_1312,1,-45.70786,-27.912838
Neuron_1313,1,-46.830685,-29.07516
Neuron_1314,1,-45.73478,-28.190567
Neuron_1315,1,-46.006042,-29.134312
Neuron_1316,1,-46.82538,-28.633999
Neuron_1317,1,-46.053455,-29.986563
Neuron_1318,1,-47.040943,-29.410864
Neuron_1319,1,-43.417118,-29.306532
Neuron_1320,1,-51.338017,-33.468983
Neuron_1321,1,-43.11737,-29.26959
Neuron_1322,1,-52.69853,-34.18332
Neuron_1323,3,-66.50293,15.321165
Neuron_1324,3,-60.523457,21.009048
Neuron_1325,3,-56.773777,23.394547
Neuron_1326,3,-57.97896,22.207445
Neuron_1327,3,-59.840508,21.195135
Neuron_1328,3,-58.51241,21.74008
Neuron_1329,3,-57.69529,21.917242
Neuron_1330,3,-57.257538,22.315584
Neuron_1331,3,-57.837933,21.972635
Neuron_1332,3,-57.446186,23.348513
Neuron_1333,3,-58.73254,23.521713
Neuron_1334,2,-45.849785,-36.930347
Neuron_1335,4,-45.825455,-36.822063
Neuron_1336,5,-46.792515,-39.334324
Neuron_1337,5,-46.786766,-39.33192
Neuron_1338,5,-46.78411,-39.899323
Neuron_1339,5,-46.78411,-39.899323
Neuron_1340,2,-45.850033,-36.930416
Neuron_1341,5,-46.6537,-39.875008
Neuron_1342,5,-47.64129,-39.767426
Neuron_1343,5,-46.61676,-39.56818
Neuron_1344,5,-46.162884,-39.44706
Neuron_1345,5,-47.61475,-39.76142
Neuron_1346,1,-41.82518,-26.819462
Neuron_1347,5,-47.193527,-39.55416
Neuron_1348,1,-42.428295,-29.5703
Neuron_1349,1,-48.833027,-28.33719
Neuron_1350,3,-50.910385,21.039373
Neuron_1351,1,-53.091732,-35.017086
Neuron_1352,1,-53.86371,-34.703125
Neuron_1353,0,57.69332,22.1045
Neuron_1354,1,-51.46763,-33.402275
Neuron_1355,3,-65.64302,15.105336
