pre,post,gap_weight,chem_weight,functional_weight,uncertainty,data_sources
ADAR,URAVL,,,0.0025838322471827,,['funconn']
ADAR,URAVR,,,,,[]
ADAR,URBL,,,,,[]
ADAR,URBR,,,0.0097694927826523,,['funconn']
ADAR,URXL,,,0.0290242601186037,,['funconn']
ADAR,URXR,,1.5,,,"['cook2019', 'witvliet2020_7']"
ADAR,URYDL,,,,,[]
ADAR,URYDR,,2.0,-0.0294226184487342,,"['cook2019', 'funconn']"
ADAR,URYVL,,,-0.0035431657452136,,['funconn']
ADAR,URYVR,,,,,[]
ADAR,VA1,,,0.0646285787224769,,['funconn']
ADAR,VA10,,,,,[]
ADAR,VA11,,,,,[]
ADAR,VA12,,,,,[]
ADAR,VA2,,,,,[]
ADAR,VA3,,,,,[]
ADAR,VA4,,,,,[]
ADAR,VA5,,,,,[]
ADAR,VA6,,,,,[]
ADAR,VA7,,,,,[]
ADAR,VA8,,,,,[]
ADAR,VA9,,,,,[]
ADAR,VB1,,,,,[]
ADAR,VB10,,,,,[]
ADAR,VB11,,,,,[]
ADAR,VB2,,,,,[]
ADAR,VB3,,,,,[]
ADAR,VB4,,,,,[]
ADAR,VB5,,,,,[]
ADAR,VB6,,,,,[]
ADAR,VB7,,,,,[]
ADAR,VB8,,,,,[]
ADAR,VB9,,,,,[]
ADAR,VC1,,,,,[]
ADAR,VC2,,,,,[]
ADAR,VC3,,,,,[]
ADAR,VC4,,,,,[]
ADAR,VC5,,,,,[]
ADAR,VC6,,,,,[]
ADAR,VD1,,,,,[]
ADAR,VD10,,,,,[]
ADAR,VD11,,,,,[]
ADAR,VD12,,,,,[]
ADAR,VD13,,,,,[]
ADAR,VD2,,,,,[]
ADAR,VD3,,,,,[]
ADAR,VD4,,,,,[]
ADAR,VD5,,,,,[]
ADAR,VD6,,,,,[]
ADAR,VD7,,,,,[]
ADAR,VD8,,,,,[]
ADAR,VD9,,,,,[]
ADEL,ADAL,,1.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,ADAR,,,0.0147174391895532,,['funconn']
ADEL,ADER,1.0,2.625,,1.7392077937957846,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,ADFL,,,,,[]
ADEL,ADFR,,,,,[]
ADEL,ADLL,,,-0.0110066747292876,,['funconn']
ADEL,ADLR,,,,,[]
ADEL,AFDL,,,,,[]
ADEL,AFDR,,,0.0169401094317436,,['funconn']
ADEL,AIAL,,,,,[]
ADEL,AIAR,,,,,[]
ADEL,AIBL,,,,,[]
ADEL,AIBR,,,,,[]
ADEL,AIML,,,,,[]
ADEL,AIMR,,,-0.0247694551944732,,['funconn']
ADEL,AINL,1.5,,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,AINR,,,-0.0427615977823734,,['funconn']
ADEL,AIYL,,,,,[]
ADEL,AIYR,,,0.0277072079479694,,['funconn']
ADEL,AIZL,,,,,[]
ADEL,AIZR,,,0.0281790681183338,,['funconn']
ADEL,ALA,,,-0.0273180995136499,,['funconn']
ADEL,ALML,,1.0,,,"['cook2019', 'witvliet2020_7']"
ADEL,ALMR,,,,,[]
ADEL,ALNL,,1.5,,,"['witvliet2020_7', 'witvliet2020_8']"
ADEL,ALNR,,,,,[]
ADEL,AQR,,2.0,,,['witvliet2020_7']
ADEL,AS1,,,,,[]
ADEL,AS10,,,,,[]
ADEL,AS11,,,,,[]
ADEL,AS2,,,,,[]
ADEL,AS3,,,,,[]
ADEL,AS4,,,,,[]
ADEL,AS5,,,,,[]
ADEL,AS6,,,,,[]
ADEL,AS7,,,,,[]
ADEL,AS8,,,,,[]
ADEL,AS9,,,,,[]
ADEL,ASEL,,,0.0296213701367378,,['funconn']
ADEL,ASER,,,-0.0794431120157241,,['funconn']
ADEL,ASGL,,,,,[]
ADEL,ASGR,,,,,[]
ADEL,ASHL,,,0.0192944481968879,,['funconn']
ADEL,ASHR,,,,,[]
ADEL,ASIL,,,-0.0081636477261781,,['funconn']
ADEL,ASIR,,,-0.0126205710694193,,['funconn']
ADEL,ASJL,,1.0,,,['witvliet2020_7']
ADEL,ASJR,,,,,[]
ADEL,ASKL,,,,,[]
ADEL,ASKR,,,,,[]
ADEL,AUAL,,,-0.0138602079823613,,['funconn']
ADEL,AUAR,,,,,[]
ADEL,AVAL,,2.571428571428572,0.0264001302421093,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADEL,AVAR,,3.375,0.0073321084491908,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,AVBL,,,,,[]
ADEL,AVBR,,,-0.0395691730082035,,['funconn']
ADEL,AVDL,,2.5,,,"['cook2019', 'white1986_jsh']"
ADEL,AVDR,,,0.1072867885231971,,['funconn']
ADEL,AVEL,,1.3333333333333333,-0.0015775124775245,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADEL,AVER,,,0.0184434000402688,,['funconn']
ADEL,AVFL,,,,,[]
ADEL,AVFR,1.0,,,,['witvliet2020_7']
ADEL,AVG,,,0.0841707736253738,,['funconn']
ADEL,AVHL,,2.0,-0.0505899190902709,,"['cook2019', 'funconn']"
ADEL,AVHR,,,-0.0196645390242338,,['funconn']
ADEL,AVJL,,,0.1816109418869018,,['funconn']
ADEL,AVJR,,,,,[]
ADEL,AVKL,,2.0,,,['witvliet2020_7']
ADEL,AVKR,1.5,1.0,-0.0107433497905731,0.0499999999999999,"['chklovskii', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,AVL,2.0,1.0,,0.0,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADEL,AVM,,,,,[]
ADEL,AWAL,,,,,[]
ADEL,AWAR,,,0.0480913445353508,,['funconn']
ADEL,AWBL,,,0.0369107984006404,,['funconn']
ADEL,AWBR,,,,,[]
ADEL,AWCL,,,0.0364505685865879,,['funconn']
ADEL,AWCR,,,,,[]
ADEL,BAGL,,,0.006374848075211,,['funconn']
ADEL,BAGR,,,,,[]
ADEL,BDUL,1.0,1.0,,0.0,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,BDUR,,,,,[]
ADEL,CEPDL,,1.3333333333333333,,,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,CEPDR,,,0.0342453494668006,,['funconn']
ADEL,CEPVL,,1.0,0.0491396524012088,,"['cook2019', 'funconn', 'witvliet2020_8']"
ADEL,CEPVR,,,0.0143545269966125,,['funconn']
ADEL,DA1,,,,,[]
ADEL,DA2,,,,,[]
ADEL,DA3,,,,,[]
ADEL,DA4,,,,,[]
ADEL,DA5,,,,,[]
ADEL,DA6,,,,,[]
ADEL,DA7,,,,,[]
ADEL,DA8,,,,,[]
ADEL,DA9,,,,,[]
ADEL,DB1,,,,,[]
ADEL,DB2,,,,,[]
ADEL,DB3,,,,,[]
ADEL,DB4,,,,,[]
ADEL,DB5,,,,,[]
ADEL,DB6,,,,,[]
ADEL,DB7,,,,,[]
ADEL,DD1,,,0.0335197560489177,,['funconn']
ADEL,DD2,,,,,[]
ADEL,DD3,,,,,[]
ADEL,DD4,,,,,[]
ADEL,DD5,,,,,[]
ADEL,DD6,,,,,[]
ADEL,DVA,,,,,[]
ADEL,DVB,,,,,[]
ADEL,DVC,,,,,[]
ADEL,FLPL,,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADEL,FLPR,,,0.1347754299640655,,['funconn']
ADEL,HSNL,,,,,[]
ADEL,HSNR,,,,,[]
ADEL,I1L,,,-0.0233838520944118,,['funconn']
ADEL,I1R,,,0.0314362347126007,,['funconn']
ADEL,I2L,,,-0.0016199980163946,,['funconn']
ADEL,I2R,,,0.0192278418689966,,['funconn']
ADEL,I3,,,,,[]
ADEL,I4,,,0.0002216674329247,,['funconn']
ADEL,I5,,,,,[]
ADEL,I6,,,,,[]
ADEL,IL1DL,,,0.0610772185027599,,['funconn']
ADEL,IL1DR,,,,,[]
ADEL,IL1L,,1.8571428571428568,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,IL1R,,,,,[]
ADEL,IL1VL,,,-0.0035084057599306,,['funconn']
ADEL,IL1VR,,,0.0464140959084034,,['funconn']
ADEL,IL2DL,,,0.0121957613155245,,['funconn']
ADEL,IL2DR,,,,,[]
ADEL,IL2L,2.0,1.8571428571428568,,1.2197356689220893,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,IL2R,,,-0.0165598858147859,,['funconn']
ADEL,IL2VL,,,,,[]
ADEL,IL2VR,,,,,[]
ADEL,LUAL,,,,,[]
ADEL,LUAR,,,,,[]
ADEL,M1,,,,,[]
ADEL,M2L,,,,,[]
ADEL,M2R,,,,,[]
ADEL,M3L,,,,,[]
ADEL,M3R,,,0.0192425698041915,,['funconn']
ADEL,M4,,,,,[]
ADEL,M5,,,0.0365979261696338,,['funconn']
ADEL,MCL,,,0.0570016615092754,,['funconn']
ADEL,MCR,,,,,[]
ADEL,MI,,,,,[]
ADEL,NSML,,,-0.0592703409492969,,['funconn']
ADEL,NSMR,,,,,[]
ADEL,OLLL,,2.571428571428572,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADEL,OLLR,,,0.0024972539395093,,['funconn']
ADEL,OLQDL,,,-0.0031699296087026,,['funconn']
ADEL,OLQDR,,,-0.0037349998019635,,['funconn']
ADEL,OLQVL,,,,,[]
ADEL,OLQVR,,,,,[]
ADEL,PDA,,,,,[]
ADEL,PDB,,,,,[]
ADEL,PDEL,,,,,[]
ADEL,PDER,,,,,[]
ADEL,PHAL,,,,,[]
ADEL,PHAR,,,,,[]
ADEL,PHBL,,,,,[]
ADEL,PHBR,,,,,[]
ADEL,PHCL,,,,,[]
ADEL,PHCR,,,,,[]
ADEL,PLML,,,,,[]
ADEL,PLMR,,,,,[]
ADEL,PLNL,,,,,[]
ADEL,PLNR,,,,,[]
ADEL,PQR,,,,,[]
ADEL,PVCL,,,,,[]
ADEL,PVCR,,,,,[]
ADEL,PVDL,,,,,[]
ADEL,PVDR,,,,,[]
ADEL,PVM,,,,,[]
ADEL,PVNL,,,,,[]
ADEL,PVNR,,,,,[]
ADEL,PVPL,,,,,[]
ADEL,PVPR,,,,,[]
ADEL,PVQL,,,,,[]
ADEL,PVQR,,,,,[]
ADEL,PVR,,1.0,,,['white1986_jsh']
ADEL,PVT,,1.0,,,['witvliet2020_8']
ADEL,PVWL,,,,,[]
ADEL,PVWR,,,,,[]
ADEL,RIAL,,1.2,-0.0210938714444637,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,RIAR,,,,,[]
ADEL,RIBL,,,,,[]
ADEL,RIBR,,,,,[]
ADEL,RICL,,,0.0949414670467376,,['funconn']
ADEL,RICR,,,,,[]
ADEL,RID,,,0.0045890235342085,,['funconn']
ADEL,RIFL,,1.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADEL,RIFR,,,,,[]
ADEL,RIGL,,6.75,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,RIGR,1.0,7.625,0.0287976376712322,3.541517153706869,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,RIH,,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADEL,RIML,,,0.0219496209174394,,['funconn']
ADEL,RIMR,,,0.054480779916048,,['funconn']
ADEL,RIPL,,,,,[]
ADEL,RIPR,,,,,[]
ADEL,RIR,,,,,[]
ADEL,RIS,,,-0.0120474817231297,,['funconn']
ADEL,RIVL,,1.1428571428571428,0.021727941930294,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADEL,RIVR,,1.2857142857142858,0.019344288855791,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,RMDDL,,,,,[]
ADEL,RMDDR,1.0,2.0,0.0535331517457962,0.0,"['cook2019', 'funconn', 'witvliet2020_8']"
ADEL,RMDL,,3.875,0.0030373258050531,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,RMDR,,1.0,0.0607915706932544,,"['funconn', 'white1986_jsh', 'witvliet2020_7']"
ADEL,RMDVL,,,0.0127019518986344,,['funconn']
ADEL,RMDVR,,,,,[]
ADEL,RMED,,,,,[]
ADEL,RMEL,,,0.0261673983186483,,['funconn']
ADEL,RMER,1.0,1.0,,0.0,"['cook2019', 'witvliet2020_7']"
ADEL,RMEV,,,-0.0046963109634816,,['funconn']
ADEL,RMFL,,,0.0024558985605835,,['funconn']
ADEL,RMFR,,2.5,,,"['witvliet2020_7', 'witvliet2020_8']"
ADEL,RMGL,,2.5,,,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,RMGR,,,,,[]
ADEL,RMHL,,1.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,RMHR,,2.0,,,"['cook2019', 'witvliet2020_8']"
ADEL,SAADL,,,0.0543179959058761,,['funconn']
ADEL,SAADR,,1.3333333333333333,,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,SAAVL,,1.0,,,['witvliet2020_7']
ADEL,SAAVR,,,0.0389681383967399,,['funconn']
ADEL,SABD,,,,,[]
ADEL,SABVL,,,0.0477704592049121,,['funconn']
ADEL,SABVR,,,,,[]
ADEL,SDQL,,1.0,,,['witvliet2020_8']
ADEL,SDQR,,,,,[]
ADEL,SIADL,,,,,[]
ADEL,SIADR,,1.2,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,SIAVL,,,,,[]
ADEL,SIAVR,,,,,[]
ADEL,SIBDL,1.0,,,,['cook2019']
ADEL,SIBDR,,1.1666666666666667,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADEL,SIBVL,1.0,,,,['cook2019']
ADEL,SIBVR,,2.0,,,['witvliet2020_7']
ADEL,SMBDL,,,,,[]
ADEL,SMBDR,,1.2857142857142858,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADEL,SMBVL,,2.0,,,['cook2019']
ADEL,SMBVR,,,,,[]
ADEL,SMDDL,,,,,[]
ADEL,SMDDR,,1.0,,,['witvliet2020_8']
ADEL,SMDVL,,1.0,,,['witvliet2020_8']
ADEL,SMDVR,,,,,[]
ADEL,URADL,,,,,[]
ADEL,URADR,,,,,[]
ADEL,URAVL,,,,,[]
ADEL,URAVR,,,,,[]
ADEL,URBL,,1.2,-0.0203926973044872,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADEL,URBR,,,,,[]
ADEL,URXL,,,-0.0297243520617485,,['funconn']
ADEL,URXR,,,0.0074416496790945,,['funconn']
ADEL,URYDL,,,,,[]
ADEL,URYDR,,,,,[]
ADEL,URYVL,,,,,[]
ADEL,URYVR,,,,,[]
ADEL,VA1,,,,,[]
ADEL,VA10,,,,,[]
ADEL,VA11,,,,,[]
ADEL,VA12,,,,,[]
ADEL,VA2,,,,,[]
ADEL,VA3,,,,,[]
ADEL,VA4,,,,,[]
ADEL,VA5,,,,,[]
ADEL,VA6,,,,,[]
ADEL,VA7,,,,,[]
ADEL,VA8,,,,,[]
ADEL,VA9,,,,,[]
ADEL,VB1,,,0.0184165723621845,,['funconn']
ADEL,VB10,,,,,[]
ADEL,VB11,,,,,[]
ADEL,VB2,,,0.0157634261995553,,['funconn']
ADEL,VB3,,,,,[]
ADEL,VB4,,,,,[]
ADEL,VB5,,,,,[]
ADEL,VB6,,,,,[]
ADEL,VB7,,,,,[]
ADEL,VB8,,,,,[]
ADEL,VB9,,,,,[]
ADEL,VC1,,,,,[]
ADEL,VC2,,,,,[]
ADEL,VC3,,,,,[]
ADEL,VC4,,,,,[]
ADEL,VC5,,,,,[]
ADEL,VC6,,,,,[]
ADEL,VD1,,,,,[]
ADEL,VD10,,,,,[]
ADEL,VD11,,,,,[]
ADEL,VD12,,,,,[]
ADEL,VD13,,,,,[]
ADEL,VD2,,,,,[]
ADEL,VD3,,,,,[]
ADEL,VD4,,,,,[]
ADEL,VD5,,,,,[]
ADEL,VD6,,,,,[]
ADEL,VD7,,,,,[]
ADEL,VD8,,,,,[]
ADEL,VD9,,,,,[]
ADER,ADAL,,,0.1021465137600898,,['funconn']
ADER,ADAR,,1.125,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,ADEL,1.0,2.125,,0.5395310463726809,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,ADFL,,,-0.0894384756684303,,['funconn']
ADER,ADFR,,,,,[]
ADER,ADLL,,,,,[]
ADER,ADLR,,,,,[]
ADER,AFDL,,,3.002042831212748e-05,,['funconn']
ADER,AFDR,,,,,[]
ADER,AIAL,,,,,[]
ADER,AIAR,,,,,[]
ADER,AIBL,,,,,[]
ADER,AIBR,,,0.1720784604549408,,['funconn']
ADER,AIML,,,,,[]
ADER,AIMR,,,0.0340996794402599,,['funconn']
ADER,AINL,,,0.0273699201643466,,['funconn']
ADER,AINR,2.5,2.0,0.0334209129214286,0.1499999999999999,"['cook2019', 'funconn', 'witvliet2020_8']"
ADER,AIYL,,,-0.0111744506284594,,['funconn']
ADER,AIYR,,,-0.0923695787787437,,['funconn']
ADER,AIZL,,,,,[]
ADER,AIZR,,,,,[]
ADER,ALA,,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADER,ALML,,,,,[]
ADER,ALMR,,1.0,,,"['white1986_jsh', 'witvliet2020_8']"
ADER,ALNL,,,,,[]
ADER,ALNR,2.0,1.0,,0.0,"['cook2019', 'witvliet2020_8']"
ADER,AQR,,1.0,,,['witvliet2020_7']
ADER,AS1,,,,,[]
ADER,AS10,,,,,[]
ADER,AS11,,,,,[]
ADER,AS2,,,,,[]
ADER,AS3,,,,,[]
ADER,AS4,,,,,[]
ADER,AS5,,,,,[]
ADER,AS6,,,,,[]
ADER,AS7,,,,,[]
ADER,AS8,,,,,[]
ADER,AS9,,,,,[]
ADER,ASEL,,,,,[]
ADER,ASER,,,,,[]
ADER,ASGL,,,,,[]
ADER,ASGR,,,-0.0073355762287974,,['funconn']
ADER,ASHL,,,,,[]
ADER,ASHR,,,-0.0211697313934564,,['funconn']
ADER,ASIL,,,0.0167009364813566,,['funconn']
ADER,ASIR,,1.0,-0.0165915880352258,,"['cook2019', 'funconn']"
ADER,ASJL,,,0.0691010728478431,,['funconn']
ADER,ASJR,,,,,[]
ADER,ASKL,,,-0.0150254657492041,,['funconn']
ADER,ASKR,,,,,[]
ADER,AUAL,,,0.0081180389970541,,['funconn']
ADER,AUAR,,,-0.0134267257526516,,['funconn']
ADER,AVAL,,5.25,0.0530551113188266,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,AVAR,,1.625,0.0570002943277359,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,AVBL,,,,,[]
ADER,AVBR,,1.0,0.0376701056957244,,"['funconn', 'witvliet2020_7']"
ADER,AVDL,,,,,[]
ADER,AVDR,,2.2857142857142856,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADER,AVEL,,,,,[]
ADER,AVER,,1.4285714285714286,0.0155840180814266,,"['cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,AVFL,,,,,[]
ADER,AVFR,,,,,[]
ADER,AVG,,,,,[]
ADER,AVHL,,,0.0094396146014332,,['funconn']
ADER,AVHR,,,,,[]
ADER,AVJL,,,,,[]
ADER,AVJR,1.0,1.0,0.065234825015068,0.0,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADER,AVKL,2.5,1.6,,0.5909081537009719,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADER,AVKR,2.0,1.4,-0.0007443845970556,0.7200000000000001,"['chklovskii', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADER,AVL,,,,,[]
ADER,AVM,,,,,[]
ADER,AWAL,,,0.0458985790610313,,['funconn']
ADER,AWAR,,,0.0135534452274441,,['funconn']
ADER,AWBL,,,0.0102440919727087,,['funconn']
ADER,AWBR,,,,,[]
ADER,AWCL,,,0.0244441293179988,,['funconn']
ADER,AWCR,,,,,[]
ADER,BAGL,,,0.0552191026508808,,['funconn']
ADER,BAGR,,,,,[]
ADER,BDUL,,,,,[]
ADER,BDUR,,1.0,,,['white1986_jsh']
ADER,CEPDL,,,,,[]
ADER,CEPDR,,1.5714285714285714,0.0029427257832139,,"['cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,CEPVL,,,-0.0336373075842857,,['funconn']
ADER,CEPVR,,1.3333333333333333,0.0049145258963108,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,DA1,,,,,[]
ADER,DA2,,,,,[]
ADER,DA3,,,,,[]
ADER,DA4,,,,,[]
ADER,DA5,,,,,[]
ADER,DA6,,,,,[]
ADER,DA7,,,,,[]
ADER,DA8,,,,,[]
ADER,DA9,,,,,[]
ADER,DB1,,,,,[]
ADER,DB2,,,,,[]
ADER,DB3,,,,,[]
ADER,DB4,,,,,[]
ADER,DB5,,,,,[]
ADER,DB6,,,,,[]
ADER,DB7,,,,,[]
ADER,DD1,,,,,[]
ADER,DD2,,,,,[]
ADER,DD3,,,,,[]
ADER,DD4,,,,,[]
ADER,DD5,,,,,[]
ADER,DD6,,,,,[]
ADER,DVA,,1.0,,,['witvliet2020_7']
ADER,DVB,,,,,[]
ADER,DVC,,2.0,,,['witvliet2020_7']
ADER,FLPL,,1.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,FLPR,4.0,1.6,0.0561025515198707,1.08,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADER,HSNL,,,,,[]
ADER,HSNR,,,,,[]
ADER,I1L,,,,,[]
ADER,I1R,,,,,[]
ADER,I2L,,,,,[]
ADER,I2R,,,-0.0131245944648981,,['funconn']
ADER,I3,,,0.0284558795392513,,['funconn']
ADER,I4,,,0.0019140030490234,,['funconn']
ADER,I5,,,,,[]
ADER,I6,,,-0.0062261298298835,,['funconn']
ADER,IL1DL,,,0.0692756399512291,,['funconn']
ADER,IL1DR,,,,,[]
ADER,IL1L,,,,,[]
ADER,IL1R,,2.6666666666666665,,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
ADER,IL1VL,,,0.0204680394381284,,['funconn']
ADER,IL1VR,,,0.0256717968732118,,['funconn']
ADER,IL2DL,,,,,[]
ADER,IL2DR,,,-0.0405152440071105,,['funconn']
ADER,IL2L,,,,,[]
ADER,IL2R,,2.0,0.0246695932000875,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,IL2VL,,,,,[]
ADER,IL2VR,,,,,[]
ADER,LUAL,,,,,[]
ADER,LUAR,,,,,[]
ADER,M1,,,-0.0240163411945104,,['funconn']
ADER,M2L,,,0.1394419223070144,,['funconn']
ADER,M2R,,,,,[]
ADER,M3L,,,-0.0253505371510982,,['funconn']
ADER,M3R,,,0.0044061783701181,,['funconn']
ADER,M4,,,,,[]
ADER,M5,,,-0.0036928998306393,,['funconn']
ADER,MCL,,,-0.0230628568679094,,['funconn']
ADER,MCR,,,,,[]
ADER,MI,,,,,[]
ADER,NSML,,,,,[]
ADER,NSMR,,,,,[]
ADER,OLLL,,,0.0337880998849868,,['funconn']
ADER,OLLR,,2.142857142857143,0.0264917723834514,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,OLQDL,,,-0.0772869661450386,,['funconn']
ADER,OLQDR,,,-0.024121219292283,,['funconn']
ADER,OLQVL,,,,,[]
ADER,OLQVR,,,0.0107557093724608,,['funconn']
ADER,PDA,,,,,[]
ADER,PDB,,,,,[]
ADER,PDEL,,,,,[]
ADER,PDER,,,,,[]
ADER,PHAL,,,,,[]
ADER,PHAR,,,,,[]
ADER,PHBL,,,,,[]
ADER,PHBR,,,,,[]
ADER,PHCL,,,,,[]
ADER,PHCR,,,,,[]
ADER,PLML,,,,,[]
ADER,PLMR,,,,,[]
ADER,PLNL,,,,,[]
ADER,PLNR,,,,,[]
ADER,PQR,,,,,[]
ADER,PVCL,,,,,[]
ADER,PVCR,,,,,[]
ADER,PVDL,,,,,[]
ADER,PVDR,,,,,[]
ADER,PVM,1.0,,,,['cook2019']
ADER,PVNL,,,,,[]
ADER,PVNR,,1.0,,,['witvliet2020_7']
ADER,PVPL,,1.0,,,['witvliet2020_7']
ADER,PVPR,,,,,[]
ADER,PVQL,,,,,[]
ADER,PVQR,2.0,,,,['cook2019']
ADER,PVR,,1.1666666666666667,,,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADER,PVT,,1.0,,,['witvliet2020_8']
ADER,PVWL,,,,,[]
ADER,PVWR,,,,,[]
ADER,RIAL,,,,,[]
ADER,RIAR,,1.0,0.0141590107232332,,"['cook2019', 'funconn']"
ADER,RIBL,,,,,[]
ADER,RIBR,,,,,[]
ADER,RICL,,,,,[]
ADER,RICR,,,0.0238863546401262,,['funconn']
ADER,RID,,,-0.0138155175372958,,['funconn']
ADER,RIFL,,,,,[]
ADER,RIFR,,1.0,,,['white1986_jsh']
